Total Doors,Classroom Code,Node,Day Number,Start Time,Duration,People Count,Connection Strength,Adjusted People Count
1,452,423,2,900,780,1,1,1
1,452,423,3,900,780,1,1,1
1,452,423,4,900,780,1,1,1
1,452,423,5,900,780,1,1,1
1,501,517,1,900,780,2,1,2
1,501,517,2,900,780,2,1,2
1,501,517,3,900,780,2,1,2
1,501,517,4,900,780,2,1,2
1,501,517,5,900,780,2,1,2
1,502,517,1,900,780,2,1,2
1,502,517,2,900,780,2,1,2
1,502,517,3,900,780,2,1,2
1,502,517,4,900,780,2,1,2
1,502,517,5,900,780,2,1,2
3,504,561,1,900,780,2,1,1
3,504,561,2,900,780,2,1,1
3,504,561,3,900,780,2,1,1
3,504,561,4,900,780,2,1,1
3,504,561,5,900,780,2,1,1
3,504,562,1,900,780,2,1,1
3,504,562,2,900,780,2,1,1
3,504,562,3,900,780,2,1,1
3,504,562,4,900,780,2,1,1
3,504,562,5,900,780,2,1,1
3,504,563,1,900,780,2,1,1
3,504,563,2,900,780,2,1,1
3,504,563,3,900,780,2,1,1
3,504,563,4,900,780,2,1,1
3,504,563,5,900,780,2,1,1
1,505,512,3,1000,180,33,1,33
1,505,512,4,1000,180,35,1,35
1,508,509,5,1600,220,19,1,19
1,508,509,1,1430,90,6,1,6
1,508,509,4,1430,90,6,1,6
1,508,509,3,1600,270,9,1,9
1,508,509,1,1200,120,18,1,18
1,508,509,3,1200,120,18,1,18
1,508,509,4,1900,180,6,1,6
1,508,509,1,1900,180,8,1,8
1,512,504,5,1300,300,11,1,11
1,512,504,3,1400,180,3,1,3
1,512,504,2,1800,180,5,1,5
1,513,503,1,900,780,3,1,3
1,513,503,2,900,780,3,1,3
1,513,503,3,900,780,3,1,3
1,513,503,4,900,780,3,1,3
1,513,503,5,900,780,3,1,3
1,514,505,1,900,780,2,1,2
1,514,505,2,900,780,2,1,2
1,514,505,3,900,780,2,1,2
1,514,505,4,900,780,2,1,2
1,514,505,5,900,780,2,1,2
1,515,506,1,900,780,3,1,3
1,515,506,2,900,780,3,1,3
1,515,506,3,900,780,3,1,3
1,515,506,4,900,780,3,1,3
1,515,506,5,900,780,3,1,3
1,516,507,1,900,780,3,1,3
1,516,507,2,900,780,3,1,3
1,516,507,3,900,780,3,1,3
1,516,507,4,900,780,3,1,3
1,516,507,5,900,780,3,1,3
1,517,508,1,900,780,3,1,3
1,517,508,2,900,780,3,1,3
1,517,508,3,900,780,3,1,3
1,517,508,4,900,780,3,1,3
1,517,508,5,900,780,3,1,3
1,518,509,1,900,780,3,1,3
1,518,509,2,900,780,3,1,3
1,518,509,3,900,780,3,1,3
1,518,509,4,900,780,3,1,3
1,518,509,5,900,780,3,1,3
1,519,510,1,900,780,1,1,1
1,519,510,2,900,780,1,1,1
1,519,510,3,900,780,1,1,1
1,519,510,4,900,780,1,1,1
1,519,510,5,900,780,1,1,1
1,521,512,3,1030,90,38,1,38
1,521,512,5,1200,90,38,1,38
1,521,512,1,1030,90,41,1,41
1,521,512,3,1330,90,41,1,41
1,521,512,1,1900,180,20,1,20
1,521,512,5,1900,180,17,1,17
1,521,512,4,1900,180,7,1,7
1,521,512,2,1900,180,14,1,14
1,521,512,3,1900,180,6,1,6
1,522,523,1,900,780,2,1,2
1,522,523,2,900,780,2,1,2
1,522,523,3,900,780,2,1,2
1,522,523,4,900,780,2,1,2
1,522,523,5,900,780,2,1,2
1,523,525,1,900,780,1,1,1
1,523,525,2,900,780,1,1,1
1,523,525,3,900,780,1,1,1
1,523,525,4,900,780,1,1,1
1,523,525,5,900,780,1,1,1
1,524,529,1,900,780,1,1,1
1,524,529,2,900,780,1,1,1
1,524,529,3,900,780,1,1,1
1,524,529,4,900,780,1,1,1
1,524,529,5,900,780,1,1,1
1,525,530,1,900,780,1,1,1
1,525,530,2,900,780,1,1,1
1,525,530,3,900,780,1,1,1
1,525,530,4,900,780,1,1,1
1,525,530,5,900,780,1,1,1
1,526,531,1,900,780,1,1,1
1,526,531,2,900,780,1,1,1
1,526,531,3,900,780,1,1,1
1,526,531,4,900,780,1,1,1
1,526,531,5,900,780,1,1,1
1,527,532,1,900,780,1,1,1
1,527,532,2,900,780,1,1,1
1,527,532,3,900,780,1,1,1
1,527,532,4,900,780,1,1,1
1,527,532,5,900,780,1,1,1
1,528,533,1,900,780,1,1,1
1,528,533,2,900,780,1,1,1
1,528,533,3,900,780,1,1,1
1,528,533,4,900,780,1,1,1
1,528,533,5,900,780,1,1,1
1,529,534,1,900,780,1,1,1
1,529,534,2,900,780,1,1,1
1,529,534,3,900,780,1,1,1
1,529,534,4,900,780,1,1,1
1,529,534,5,900,780,1,1,1
1,530,541,1,900,780,1,1,1
1,530,541,2,900,780,1,1,1
1,530,541,3,900,780,1,1,1
1,530,541,4,900,780,1,1,1
1,530,541,5,900,780,1,1,1
1,531,542,1,900,780,1,1,1
1,531,542,2,900,780,1,1,1
1,531,542,3,900,780,1,1,1
1,531,542,4,900,780,1,1,1
1,531,542,5,900,780,1,1,1
1,532,543,1,900,780,1,1,1
1,532,543,2,900,780,1,1,1
1,532,543,3,900,780,1,1,1
1,532,543,4,900,780,1,1,1
1,532,543,5,900,780,1,1,1
1,533,544,1,900,780,1,1,1
1,533,544,2,900,780,1,1,1
1,533,544,3,900,780,1,1,1
1,533,544,4,900,780,1,1,1
1,533,544,5,900,780,1,1,1
1,534,545,1,900,780,1,1,1
1,534,545,2,900,780,1,1,1
1,534,545,3,900,780,1,1,1
1,534,545,4,900,780,1,1,1
1,534,545,5,900,780,1,1,1
1,535,546,1,900,780,1,1,1
1,535,546,2,900,780,1,1,1
1,535,546,3,900,780,1,1,1
1,535,546,4,900,780,1,1,1
1,535,546,5,900,780,1,1,1
1,536,547,1,900,780,1,1,1
1,536,547,2,900,780,1,1,1
1,536,547,3,900,780,1,1,1
1,536,547,4,900,780,1,1,1
1,536,547,5,900,780,1,1,1
1,537,548,1,900,780,1,1,1
1,537,548,2,900,780,1,1,1
1,537,548,3,900,780,1,1,1
1,537,548,4,900,780,1,1,1
1,537,548,5,900,780,1,1,1
1,538,547,1,900,780,2,1,2
1,538,547,2,900,780,2,1,2
1,538,547,3,900,780,2,1,2
1,538,547,4,900,780,2,1,2
1,538,547,5,900,780,2,1,2
1,539,546,1,900,780,2,1,2
1,539,546,2,900,780,2,1,2
1,539,546,3,900,780,2,1,2
1,539,546,4,900,780,2,1,2
1,539,546,5,900,780,2,1,2
2,541,544,1,1000,90,15,2,15
2,541,544,5,1300,90,15,2,15
2,541,544,2,1400,90,39,2,39
2,541,544,4,1400,90,39,2,39
2,541,544,3,1200,240,10,2,10
2,541,544,1,1400,90,5,2,5
2,541,544,3,1030,90,5,2,5
2,541,544,5,930,180,21,2,21
2,541,544,3,1600,170,53,2,53
2,541,544,2,1600,360,6,2,6
2,541,544,5,1500,360,7,2,7
2,541,544,4,1930,180,9,2,9
2,541,544,2,1100,180,19,2,19
2,541,544,1,1600,180,9,2,9
2,543,542,2,1600,330,7,2,7
2,543,542,1,1600,270,4,2,4
2,543,542,4,1600,270,4,2,4
2,543,542,2,1300,90,25,2,25
2,543,542,5,1230,90,25,2,25
2,543,542,2,1130,90,25,2,25
2,543,542,4,930,90,25,2,25
2,543,542,1,1030,90,22,2,22
2,543,542,3,1030,90,22,2,22
2,543,542,3,1600,270,9,2,9
2,543,542,2,930,90,11,2,11
2,543,542,4,1130,90,11,2,11
2,543,542,2,1430,90,13,2,13
2,543,542,5,1100,90,13,2,13
2,543,542,3,1400,120,17,2,17
2,543,542,5,1400,120,17,2,17
2,543,542,1,1300,90,25,2,25
2,543,542,4,1300,90,25,2,25
2,543,542,5,1600,360,7,2,7
2,546,535,1,1030,90,10,2,10
2,546,535,3,1030,90,10,2,10
2,546,535,5,900,180,17,2,17
2,546,535,1,1730,80,7,2,7
2,546,535,3,1630,90,7,2,7
2,546,535,6,900,180,5,2,5
2,546,535,4,1400,180,4,2,4
2,546,535,2,1400,180,7,2,7
1,547,534,5,1000,180,4,1,4
3,550,531,1,930,60,62,2,41
3,550,531,1,1430,90,30,2,20
3,550,531,4,1430,90,30,2,20
3,550,531,2,1300,90,32,2,21
3,550,531,4,1300,90,32,2,21
3,550,531,1,1600,90,38,2,25
3,550,531,4,1030,90,38,2,25
3,550,531,1,1030,120,43,2,29
3,550,531,3,1030,120,43,2,29
3,550,531,2,1600,120,21,2,14
3,550,531,4,1600,120,21,2,14
3,550,531,2,1430,90,37,2,25
3,550,531,5,1300,180,36,2,24
3,550,531,3,1300,120,37,2,25
3,550,531,2,1030,90,13,2,9
3,550,531,3,1500,90,13,2,9
3,550,533,1,930,60,62,1,21
3,550,533,1,1430,90,30,1,10
3,550,533,4,1430,90,30,1,10
3,550,533,2,1300,90,32,1,11
3,550,533,4,1300,90,32,1,11
3,550,533,1,1600,90,38,1,13
3,550,533,4,1030,90,38,1,13
3,550,533,1,1030,120,43,1,14
3,550,533,3,1030,120,43,1,14
3,550,533,2,1600,120,21,1,7
3,550,533,4,1600,120,21,1,7
3,550,533,2,1430,90,37,1,12
3,550,533,5,1300,180,36,1,12
3,550,533,3,1300,120,37,1,12
3,550,533,2,1030,90,13,1,4
3,550,533,3,1500,90,13,1,4
2,601,615,1,900,780,3,1,2
2,601,615,2,900,780,3,1,2
2,601,615,3,900,780,3,1,2
2,601,615,4,900,780,3,1,2
2,601,615,5,900,780,3,1,2
2,601,617,1,900,780,3,1,2
2,601,617,2,900,780,3,1,2
2,601,617,3,900,780,3,1,2
2,601,617,4,900,780,3,1,2
2,601,617,5,900,780,3,1,2
2,603,613,1,900,780,3,1,2
2,603,613,2,900,780,3,1,2
2,603,613,3,900,780,3,1,2
2,603,613,4,900,780,3,1,2
2,603,613,5,900,780,3,1,2
2,603,614,1,900,780,3,1,2
2,603,614,2,900,780,3,1,2
2,603,614,3,900,780,3,1,2
2,603,614,4,900,780,3,1,2
2,603,614,5,900,780,3,1,2
1,605,612,1,900,780,3,1,3
1,605,612,2,900,780,3,1,3
1,605,612,3,900,780,3,1,3
1,605,612,4,900,780,3,1,3
1,605,612,5,900,780,3,1,3
1,606,611,1,900,780,3,1,3
1,606,611,2,900,780,3,1,3
1,606,611,3,900,780,3,1,3
1,606,611,4,900,780,3,1,3
1,606,611,5,900,780,3,1,3
1,607,610,1,900,780,3,1,3
1,607,610,2,900,780,3,1,3
1,607,610,3,900,780,3,1,3
1,607,610,4,900,780,3,1,3
1,607,610,5,900,780,3,1,3
1,608,609,1,900,780,3,1,3
1,608,609,2,900,780,3,1,3
1,608,609,3,900,780,3,1,3
1,608,609,4,900,780,3,1,3
1,608,609,5,900,780,3,1,3
1,609,608,1,900,780,3,1,3
1,609,608,2,900,780,3,1,3
1,609,608,3,900,780,3,1,3
1,609,608,4,900,780,3,1,3
1,609,608,5,900,780,3,1,3
1,610,607,1,900,780,3,1,3
1,610,607,2,900,780,3,1,3
1,610,607,3,900,780,3,1,3
1,610,607,4,900,780,3,1,3
1,610,607,5,900,780,3,1,3
1,611,606,1,900,780,3,1,3
1,611,606,2,900,780,3,1,3
1,611,606,3,900,780,3,1,3
1,611,606,4,900,780,3,1,3
1,611,606,5,900,780,3,1,3
1,612,604,1,900,780,3,1,3
1,612,604,2,900,780,3,1,3
1,612,604,3,900,780,3,1,3
1,612,604,4,900,780,3,1,3
1,612,604,5,900,780,3,1,3
1,613,603,1,900,780,1,1,1
1,613,603,2,900,780,1,1,1
1,613,603,3,900,780,1,1,1
1,613,603,4,900,780,1,1,1
1,613,603,5,900,780,1,1,1
1,614,605,1,900,780,1,1,1
1,614,605,2,900,780,1,1,1
1,614,605,3,900,780,1,1,1
1,614,605,4,900,780,1,1,1
1,614,605,5,900,780,1,1,1
1,615,606,1,900,780,1,1,1
1,615,606,2,900,780,1,1,1
1,615,606,3,900,780,1,1,1
1,615,606,4,900,780,1,1,1
1,615,606,5,900,780,1,1,1
1,616,607,1,900,780,3,1,3
1,616,607,2,900,780,3,1,3
1,616,607,3,900,780,3,1,3
1,616,607,4,900,780,3,1,3
1,616,607,5,900,780,3,1,3
1,617,608,1,900,780,1,1,1
1,617,608,2,900,780,1,1,1
1,617,608,3,900,780,1,1,1
1,617,608,4,900,780,1,1,1
1,617,608,5,900,780,1,1,1
1,618,609,1,900,780,1,1,1
1,618,609,2,900,780,1,1,1
1,618,609,3,900,780,1,1,1
1,618,609,4,900,780,1,1,1
1,618,609,5,900,780,1,1,1
1,619,610,1,900,780,1,1,1
1,619,610,2,900,780,1,1,1
1,619,610,3,900,780,1,1,1
1,619,610,4,900,780,1,1,1
1,619,610,5,900,780,1,1,1
1,620,611,1,900,780,1,1,1
1,620,611,2,900,780,1,1,1
1,620,611,3,900,780,1,1,1
1,620,611,4,900,780,1,1,1
1,620,611,5,900,780,1,1,1
1,621,612,1,900,780,1,1,1
1,621,612,2,900,780,1,1,1
1,621,612,3,900,780,1,1,1
1,621,612,4,900,780,1,1,1
1,621,612,5,900,780,1,1,1
1,622,622,1,900,780,2,1,2
1,622,622,2,900,780,2,1,2
1,622,622,3,900,780,2,1,2
1,622,622,4,900,780,2,1,2
1,622,622,5,900,780,2,1,2
1,623,624,1,900,780,1,1,1
1,623,624,2,900,780,1,1,1
1,623,624,3,900,780,1,1,1
1,623,624,4,900,780,1,1,1
1,623,624,5,900,780,1,1,1
1,624,628,1,900,780,1,1,1
1,624,628,2,900,780,1,1,1
1,624,628,3,900,780,1,1,1
1,624,628,4,900,780,1,1,1
1,624,628,5,900,780,1,1,1
1,625,629,1,900,780,1,1,1
1,625,629,2,900,780,1,1,1
1,625,629,3,900,780,1,1,1
1,625,629,4,900,780,1,1,1
1,625,629,5,900,780,1,1,1
1,626,630,1,900,780,1,1,1
1,626,630,2,900,780,1,1,1
1,626,630,3,900,780,1,1,1
1,626,630,4,900,780,1,1,1
1,626,630,5,900,780,1,1,1
1,627,631,1,900,780,1,1,1
1,627,631,2,900,780,1,1,1
1,627,631,3,900,780,1,1,1
1,627,631,4,900,780,1,1,1
1,627,631,5,900,780,1,1,1
1,628,632,1,900,780,1,1,1
1,628,632,2,900,780,1,1,1
1,628,632,3,900,780,1,1,1
1,628,632,4,900,780,1,1,1
1,628,632,5,900,780,1,1,1
1,629,634,1,900,780,1,1,1
1,629,634,2,900,780,1,1,1
1,629,634,3,900,780,1,1,1
1,629,634,4,900,780,1,1,1
1,629,634,5,900,780,1,1,1
1,630,638,1,900,780,1,1,1
1,630,638,2,900,780,1,1,1
1,630,638,3,900,780,1,1,1
1,630,638,4,900,780,1,1,1
1,630,638,5,900,780,1,1,1
1,631,639,1,900,780,1,1,1
1,631,639,2,900,780,1,1,1
1,631,639,3,900,780,1,1,1
1,631,639,4,900,780,1,1,1
1,631,639,5,900,780,1,1,1
1,632,641,1,900,780,1,1,1
1,632,641,2,900,780,1,1,1
1,632,641,3,900,780,1,1,1
1,632,641,4,900,780,1,1,1
1,632,641,5,900,780,1,1,1
1,633,643,1,900,780,1,1,1
1,633,643,2,900,780,1,1,1
1,633,643,3,900,780,1,1,1
1,633,643,4,900,780,1,1,1
1,633,643,5,900,780,1,1,1
1,634,644,1,900,780,1,1,1
1,634,644,2,900,780,1,1,1
1,634,644,3,900,780,1,1,1
1,634,644,4,900,780,1,1,1
1,634,644,5,900,780,1,1,1
1,635,645,1,900,780,1,1,1
1,635,645,2,900,780,1,1,1
1,635,645,3,900,780,1,1,1
1,635,645,4,900,780,1,1,1
1,635,645,5,900,780,1,1,1
1,636,646,1,900,780,1,1,1
1,636,646,2,900,780,1,1,1
1,636,646,3,900,780,1,1,1
1,636,646,4,900,780,1,1,1
1,636,646,5,900,780,1,1,1
1,637,647,1,900,780,1,1,1
1,637,647,2,900,780,1,1,1
1,637,647,3,900,780,1,1,1
1,637,647,4,900,780,1,1,1
1,637,647,5,900,780,1,1,1
2,639,645,2,1030,90,22,1,11
2,639,645,4,1030,90,22,1,11
2,639,645,1,1430,90,14,1,7
2,639,645,3,1430,90,14,1,7
2,639,645,3,1600,380,12,1,6
2,639,645,1,1600,180,6,1,3
2,639,645,2,1400,180,12,1,6
2,639,645,6,1000,180,18,1,9
2,639,645,3,900,180,3,1,2
2,639,645,5,1000,180,21,1,11
2,639,645,1,1000,90,7,1,4
2,639,645,2,1000,90,7,1,4
2,639,645,5,1300,150,5,1,3
2,639,646,2,1030,90,22,1,11
2,639,646,4,1030,90,22,1,11
2,639,646,1,1430,90,14,1,7
2,639,646,3,1430,90,14,1,7
2,639,646,3,1600,380,12,1,6
2,639,646,1,1600,180,6,1,3
2,639,646,2,1400,180,12,1,6
2,639,646,6,1000,180,18,1,9
2,639,646,3,900,180,3,1,2
2,639,646,5,1000,180,21,1,11
2,639,646,1,1000,90,7,1,4
2,639,646,2,1000,90,7,1,4
2,639,646,5,1300,150,5,1,3
2,641,642,4,1400,180,3,1,2
2,641,642,4,1000,180,4,1,2
2,641,642,5,1300,180,4,1,2
2,641,644,4,1400,180,3,1,2
2,641,644,4,1000,180,4,1,2
2,641,644,5,1300,180,4,1,2
1,642,640,1,900,780,1,1,1
1,642,640,2,900,780,1,1,1
1,642,640,3,900,780,1,1,1
1,642,640,4,900,780,1,1,1
1,642,640,5,900,780,1,1,1
2,643,639,1,900,780,1,2,1
2,643,639,2,900,780,1,2,1
2,643,639,3,900,780,1,2,1
2,643,639,4,900,780,1,2,1
2,643,639,5,900,780,1,2,1
0,644,#N/A,1,900,780,2,#N/A,#DIV/0!
0,644,#N/A,2,900,780,2,#N/A,#DIV/0!
0,644,#N/A,3,900,780,2,#N/A,#DIV/0!
0,644,#N/A,4,900,780,2,#N/A,#DIV/0!
0,644,#N/A,5,900,780,2,#N/A,#DIV/0!
2,645,635,1,1500,90,8,2,8
2,645,635,3,1030,90,8,2,8
2,645,635,4,930,180,3,2,3
2,645,635,4,1830,180,6,2,6
3,650,630,5,1200,90,40,2,27
3,650,630,1,1330,90,65,2,43
3,650,630,3,1500,90,65,2,43
3,650,630,1,1030,90,55,2,37
3,650,630,3,1030,90,55,2,37
3,650,630,1,1500,90,46,2,31
3,650,630,3,1330,90,46,2,31
3,650,630,2,1030,90,58,2,39
3,650,630,2,1500,90,62,2,41
3,650,630,5,1330,90,62,2,41
3,650,630,4,900,90,9,2,6
3,650,630,5,1030,90,9,2,6
3,650,630,1,1200,90,42,2,28
3,650,630,3,900,90,42,2,28
3,650,630,2,1200,90,54,2,36
3,650,630,4,1200,90,54,2,36
3,650,630,2,900,90,58,2,39
3,650,630,4,1330,90,58,2,39
3,650,630,1,1630,90,15,2,10
3,650,630,3,1200,90,15,2,10
3,650,630,2,1830,180,13,2,9
3,650,632,5,1200,90,40,1,13
3,650,632,1,1330,90,65,1,22
3,650,632,3,1500,90,65,1,22
3,650,632,1,1030,90,55,1,18
3,650,632,3,1030,90,55,1,18
3,650,632,1,1500,90,46,1,15
3,650,632,3,1330,90,46,1,15
3,650,632,2,1030,90,58,1,19
3,650,632,2,1500,90,62,1,21
3,650,632,5,1330,90,62,1,21
3,650,632,4,900,90,9,1,3
3,650,632,5,1030,90,9,1,3
3,650,632,1,1200,90,42,1,14
3,650,632,3,900,90,42,1,14
3,650,632,2,1200,90,54,1,18
3,650,632,4,1200,90,54,1,18
3,650,632,2,900,90,58,1,19
3,650,632,4,1330,90,58,1,19
3,650,632,1,1630,90,15,1,5
3,650,632,3,1200,90,15,1,5
3,650,632,2,1830,180,13,1,4
1,1221,103,1,900,780,2,1,2
1,1221,103,2,900,780,2,1,2
1,1221,103,3,900,780,2,1,2
1,1221,103,4,900,780,2,1,2
1,1221,103,5,900,780,2,1,2
1,1222,102,1,900,780,2,1,2
1,1222,102,2,900,780,2,1,2
1,1222,102,3,900,780,2,1,2
1,1222,102,4,900,780,2,1,2
1,1222,102,5,900,780,2,1,2
1,1231,102,1,900,780,2,1,2
1,1231,102,2,900,780,2,1,2
1,1231,102,3,900,780,2,1,2
1,1231,102,4,900,780,2,1,2
1,1231,102,5,900,780,2,1,2
