Node,Classroom Code,Day Number,Start Time,End Time,People Count,Door Count
612,621,1,900,2200,1,1
612,621,2,900,2200,1,1
612,621,3,900,2200,1,1
612,621,4,900,2200,1,1
612,621,5,900,2200,1,1
613,603,1,900,2200,3,1
613,603,2,900,2200,3,1
613,603,3,900,2200,3,1
613,603,4,900,2200,3,1
613,603,5,900,2200,3,1
615,601,1,900,2200,3,1
615,601,2,900,2200,3,1
615,601,3,900,2200,3,1
615,601,4,900,2200,3,1
615,601,5,900,2200,3,1
622,622,1,900,2200,2,1
622,622,2,900,2200,2,1
622,622,3,900,2200,2,1
622,622,4,900,2200,2,1
622,622,5,900,2200,2,1
624,623,1,900,2200,1,1
624,623,2,900,2200,1,1
624,623,3,900,2200,1,1
624,623,4,900,2200,1,1
624,623,5,900,2200,1,1
628,624,1,900,2200,1,1
628,624,2,900,2200,1,1
628,624,3,900,2200,1,1
628,624,4,900,2200,1,1
628,624,5,900,2200,1,1
629,625,1,900,2200,1,1
629,625,2,900,2200,1,1
629,625,3,900,2200,1,1
629,625,4,900,2200,1,1
629,625,5,900,2200,1,1
630,626,1,900,2200,1,1
630,626,2,900,2200,1,1
630,626,3,900,2200,1,1
630,626,4,900,2200,1,1
630,626,5,900,2200,1,1
630,650,5,1200,1330,40,2
630,650,1,1330,1430,65,2
630,650,3,1500,1630,65,2
630,650,1,1030,1130,55,2
630,650,3,1030,1130,55,2
630,650,1,1500,1630,46,2
630,650,3,1330,1430,46,2
630,650,2,1030,1130,58,2
630,650,2,1500,1630,62,2
630,650,5,1330,1430,62,2
630,650,4,900,1030,9,2
630,650,5,1030,1130,9,2
630,650,1,1200,1330,42,2
630,650,3,900,1030,42,2
630,650,2,1200,1330,54,2
630,650,4,1200,1330,54,2
630,650,2,900,1030,58,2
630,650,4,1330,1430,58,2
630,650,1,1630,1730,15,2
630,650,3,1200,1330,15,2
630,650,2,1830,2100,13,2
631,627,1,900,2200,1,1
631,627,2,900,2200,1,1
631,627,3,900,2200,1,1
631,627,4,900,2200,1,1
631,627,5,900,2200,1,1
632,628,1,900,2200,1,1
632,628,2,900,2200,1,1
632,628,3,900,2200,1,1
632,628,4,900,2200,1,1
632,628,5,900,2200,1,1
634,629,1,900,2200,1,1
634,629,2,900,2200,1,1
634,629,3,900,2200,1,1
634,629,4,900,2200,1,1
634,629,5,900,2200,1,1
635,645,1,1500,1630,8,2
635,645,3,1030,1130,8,2
635,645,4,930,1200,3,2
635,645,4,1830,2100,6,2
638,630,1,900,2200,1,1
638,630,2,900,2200,1,1
638,630,3,900,2200,1,1
638,630,4,900,2200,1,1
638,630,5,900,2200,1,1
639,631,1,900,2200,1,1
639,631,2,900,2200,1,1
639,631,3,900,2200,1,1
639,631,4,900,2200,1,1
639,631,5,900,2200,1,1
639,643,1,900,2200,1,2
639,643,2,900,2200,1,2
639,643,3,900,2200,1,2
639,643,4,900,2200,1,2
639,643,5,900,2200,1,2
640,642,1,900,2200,1,1
640,642,2,900,2200,1,1
640,642,3,900,2200,1,1
640,642,4,900,2200,1,1
640,642,5,900,2200,1,1
641,632,1,900,2200,1,1
641,632,2,900,2200,1,1
641,632,3,900,2200,1,1
641,632,4,900,2200,1,1
641,632,5,900,2200,1,1
642,641,4,1400,1700,3,1
642,641,4,1000,1300,4,1
642,641,5,1300,1600,4,1
643,633,1,900,2200,1,1
643,633,2,900,2200,1,1
643,633,3,900,2200,1,1
643,633,4,900,2200,1,1
643,633,5,900,2200,1,1
644,634,1,900,2200,1,1
644,634,2,900,2200,1,1
644,634,3,900,2200,1,1
644,634,4,900,2200,1,1
644,634,5,900,2200,1,1
645,635,1,900,2200,1,1
645,635,2,900,2200,1,1
645,635,3,900,2200,1,1
645,635,4,900,2200,1,1
645,635,5,900,2200,1,1
645,639,2,1030,1130,22,1
645,639,4,1030,1130,22,1
645,639,1,1430,1530,14,1
645,639,3,1430,1530,14,1
645,639,3,1600,2220,12,1
645,639,1,1600,1900,6,1
645,639,2,1400,1700,12,1
645,639,6,1000,1300,18,1
645,639,3,900,1200,3,1
645,639,5,1000,1300,21,1
645,639,1,1000,1130,7,1
645,639,2,1000,1130,7,1
645,639,5,1300,1530,5,1
646,636,1,900,2200,1,1
646,636,2,900,2200,1,1
646,636,3,900,2200,1,1
646,636,4,900,2200,1,1
646,636,5,900,2200,1,1
647,637,1,900,2200,1,1
647,637,2,900,2200,1,1
647,637,3,900,2200,1,1
647,637,4,900,2200,1,1
647,637,5,900,2200,1,1
