Classroom Code,Day Number,Start Time,Duration,People Count
521,1,1030,90,41
521,3,1330,90,41
521,1,1900,180,20
521,5,1900,180,17
521,4,1900,180,7
521,2,1900,180,14
521,3,1900,180,6
541,1,1000,90,15
541,5,1300,90,15
541,2,1400,90,39
541,4,1400,90,39
541,3,1200,240,10
541,1,1400,90,5
541,3,1030,90,5
541,5,930,180,21
541,3,1600,170,53
541,2,1600,360,6
541,5,1500,360,7
541,4,1930,180,9
541,2,1100,180,19
541,1,1600,180,9
543,2,1600,330,7
543,1,1600,270,4
543,4,1600,270,4
543,2,1300,90,25
543,5,1230,90,25
543,2,1130,90,25
543,4,930,90,25
543,1,1030,90,22
543,3,1030,90,22
543,3,1600,270,9
543,2,930,90,11
543,4,1130,90,11
543,2,1430,90,13
543,5,1100,90,13
543,3,1400,120,17
543,5,1400,120,17
543,1,1300,90,25
543,4,1300,90,25
543,5,1600,360,7
546,1,1030,90,10
546,3,1030,90,10
546,5,900,180,17
546,1,1730,80,7
546,3,1630,90,7
546,6,900,180,5
546,4,1400,180,4
546,2,1400,180,7
547,5,1000,180,4
550,1,930,60,62
550,1,1430,90,30
550,4,1430,90,30
550,2,1300,90,32
550,4,1300,90,32
550,1,1600,90,38
550,4,1030,90,38
550,1,1030,120,43
550,3,1030,120,43
550,2,1600,120,21
550,4,1600,120,21
550,2,1430,90,37
550,5,1300,180,36
550,3,1300,120,37
550,2,1030,90,13
550,3,1500,90,13
639,2,1030,90,22
639,4,1030,90,22
639,1,1430,90,14
639,3,1430,90,14
639,3,1600,380,12
639,1,1600,180,6
639,2,1400,180,12
639,6,1000,180,18
639,3,900,180,3
639,5,1000,180,21
639,1,1000,90,7
639,2,1000,90,7
639,5,1300,150,5
641,4,1400,180,3
641,4,1000,180,4
641,5,1300,180,4
645,1,1500,90,8
645,3,1030,90,8
645,4,930,180,3
645,4,1830,180,6
650,5,1200,90,40
650,1,1330,90,65
650,3,1500,90,65
650,1,1030,90,55
650,3,1030,90,55
650,1,1500,90,46
650,3,1330,90,46
650,2,1030,90,58
650,2,1500,90,62
650,5,1330,90,62
650,4,900,90,9
650,5,1030,90,9
650,1,1200,90,42
650,3,900,90,42
650,2,1200,90,54
650,4,1200,90,54
650,2,900,90,58
650,4,1330,90,58
650,1,1630,90,15
650,3,1200,90,15
650,2,1830,180,13
122,1,900,780,2
122,2,900,780,2
122,3,900,780,2
122,4,900,780,2
122,5,900,780,2
1221,1,900,780,2
1221,2,900,780,2
1221,3,900,780,2
1221,4,900,780,2
1221,5,900,780,2
1222,1,900,780,2
1222,2,900,780,2
1222,3,900,780,2
1222,4,900,780,2
1222,5,900,780,2
123,1,900,780,2
123,2,900,780,2
123,3,900,780,2
123,4,900,780,2
123,5,900,780,2
1231,1,900,780,2
1231,2,900,780,2
1231,3,900,780,2
1231,4,900,780,2
1231,5,900,780,2
128,1,900,780,3
128,2,900,780,3
128,3,900,780,3
128,4,900,780,3
128,5,900,780,3
130,1,900,780,3
130,2,900,780,3
130,3,900,780,3
130,4,900,780,3
130,5,900,780,3
131,1,900,780,3
131,2,900,780,3
131,3,900,780,3
131,4,900,780,3
131,5,900,780,3
132,1,900,780,3
132,2,900,780,3
132,3,900,780,3
132,4,900,780,3
132,5,900,780,3
133,1,900,780,3
133,2,900,780,3
133,3,900,780,3
133,4,900,780,3
133,5,900,780,3
136,1,900,780,3
136,2,900,780,3
136,3,900,780,3
136,4,900,780,3
136,5,900,780,3
142,1,900,780,1
142,2,900,780,1
142,3,900,780,1
142,4,900,780,1
142,5,900,780,1
143,1,900,780,3
143,2,900,780,3
143,3,900,780,3
143,4,900,780,3
143,5,900,780,3
144,1,900,780,1
144,2,900,780,1
144,3,900,780,1
144,4,900,780,1
144,5,900,780,1
148,1,900,780,3
148,2,900,780,3
148,3,900,780,3
148,4,900,780,3
148,5,900,780,3
150,1,900,780,2
150,2,900,780,2
150,3,900,780,2
150,4,900,780,2
150,5,900,780,2
151,1,900,780,2
151,2,900,780,2
151,3,900,780,2
151,4,900,780,2
151,5,900,780,2
154,1,900,780,2
154,2,900,780,2
154,3,900,780,2
154,4,900,780,2
154,5,900,780,2
155,1,900,780,3
155,2,900,780,3
155,3,900,780,3
155,4,900,780,3
155,5,900,780,3
157,1,900,780,3
157,2,900,780,3
157,3,900,780,3
157,4,900,780,3
157,5,900,780,3
164,1,900,780,4
164,2,900,780,4
164,3,900,780,4
164,4,900,780,4
164,5,900,780,4
166,1,900,780,3
166,2,900,780,3
166,3,900,780,3
166,4,900,780,3
166,5,900,780,3
167,1,900,780,2
167,2,900,780,2
167,3,900,780,2
167,4,900,780,2
167,5,900,780,2
168,1,900,780,2
168,2,900,780,2
168,3,900,780,2
168,4,900,780,2
168,5,900,780,2
224,1,900,780,3
224,2,900,780,3
224,3,900,780,3
224,4,900,780,3
224,5,900,780,3
225,1,900,780,3
225,2,900,780,3
225,3,900,780,3
225,4,900,780,3
225,5,900,780,3
227,1,900,780,3
227,2,900,780,3
227,3,900,780,3
227,4,900,780,3
227,5,900,780,3
228,1,900,780,3
228,2,900,780,3
228,3,900,780,3
228,4,900,780,3
228,5,900,780,3
229,1,900,780,3
229,2,900,780,3
229,3,900,780,3
229,4,900,780,3
229,5,900,780,3
230,1,900,780,3
230,2,900,780,3
230,3,900,780,3
230,4,900,780,3
230,5,900,780,3
231,1,900,780,3
231,2,900,780,3
231,3,900,780,3
231,4,900,780,3
231,5,900,780,3
233,1,900,780,3
233,2,900,780,3
233,3,900,780,3
233,4,900,780,3
233,5,900,780,3
236,1,900,780,1
236,2,900,780,1
236,3,900,780,1
236,4,900,780,1
236,5,900,780,1
237,1,900,780,1
237,2,900,780,1
237,3,900,780,1
237,4,900,780,1
237,5,900,780,1
238,1,900,780,3
238,2,900,780,3
238,3,900,780,3
238,4,900,780,3
238,5,900,780,3
243,1,900,780,3
243,2,900,780,3
243,3,900,780,3
243,4,900,780,3
243,5,900,780,3
244,1,900,780,3
244,2,900,780,3
244,3,900,780,3
244,4,900,780,3
244,5,900,780,3
247,1,900,780,3
247,2,900,780,3
247,3,900,780,3
247,4,900,780,3
247,5,900,780,3
254,1,900,780,2
254,2,900,780,2
254,3,900,780,2
254,4,900,780,2
254,5,900,780,2
255,1,900,780,2
255,2,900,780,2
255,3,900,780,2
255,4,900,780,2
255,5,900,780,2
256,1,900,780,2
256,2,900,780,2
256,3,900,780,2
256,4,900,780,2
256,5,900,780,2
257,1,900,780,2
257,2,900,780,2
257,3,900,780,2
257,4,900,780,2
257,5,900,780,2
258,1,900,780,2
258,2,900,780,2
258,3,900,780,2
258,4,900,780,2
258,5,900,780,2
259,1,900,780,2
259,2,900,780,2
259,3,900,780,2
259,4,900,780,2
259,5,900,780,2
260,1,900,780,2
260,2,900,780,2
260,3,900,780,2
260,4,900,780,2
260,5,900,780,2
261,1,900,780,2
261,2,900,780,2
261,3,900,780,2
261,4,900,780,2
261,5,900,780,2
263,1,900,780,2
263,2,900,780,2
263,3,900,780,2
263,4,900,780,2
263,5,900,780,2
264,1,900,780,2
264,2,900,780,2
264,3,900,780,2
264,4,900,780,2
264,5,900,780,2
265,1,900,780,2
265,2,900,780,2
265,3,900,780,2
265,4,900,780,2
265,5,900,780,2
266,1,900,780,2
266,2,900,780,2
266,3,900,780,2
266,4,900,780,2
266,5,900,780,2
267,1,900,780,2
267,2,900,780,2
267,3,900,780,2
267,4,900,780,2
267,5,900,780,2
268,1,900,780,2
268,2,900,780,2
268,3,900,780,2
268,4,900,780,2
268,5,900,780,2
314,1,900,780,6
314,2,900,780,6
314,3,900,780,6
314,4,900,780,6
314,5,900,780,6
317,1,900,780,5
317,2,900,780,5
317,3,900,780,5
317,4,900,780,5
317,5,900,780,5
322,1,900,780,7
322,2,900,780,7
322,3,900,780,7
322,4,900,780,7
322,5,900,780,7
325,1,900,780,5
325,2,900,780,5
325,3,900,780,5
325,4,900,780,5
325,5,900,780,5
332,1,900,780,20
332,2,900,780,20
332,3,900,780,20
332,4,900,780,20
332,5,900,780,20
338,1,900,780,3
338,2,900,780,3
338,3,900,780,3
338,4,900,780,3
338,5,900,780,3
341,1,900,780,3
341,2,900,780,3
341,3,900,780,3
341,4,900,780,3
341,5,900,780,3
352,1,900,780,30
352,2,900,780,30
352,3,900,780,30
352,4,900,780,30
352,5,900,780,30
401,1,900,780,3
401,2,900,780,3
401,3,900,780,3
401,4,900,780,3
401,5,900,780,3
402,1,900,780,3
402,2,900,780,3
402,3,900,780,3
402,4,900,780,3
402,5,900,780,3
411,1,900,780,3
411,2,900,780,3
411,3,900,780,3
411,4,900,780,3
411,5,900,780,3
415,1,900,780,3
415,2,900,780,3
415,3,900,780,3
415,4,900,780,3
415,5,900,780,3
417,1,900,780,3
417,2,900,780,3
417,3,900,780,3
417,4,900,780,3
417,5,900,780,3
419,1,900,780,3
419,2,900,780,3
419,3,900,780,3
419,4,900,780,3
419,5,900,780,3
420,1,900,780,3
420,2,900,780,3
420,3,900,780,3
420,4,900,780,3
420,5,900,780,3
423,1,900,780,10
423,2,900,780,10
423,3,900,780,10
423,4,900,780,10
423,5,900,780,10
427,1,900,780,7
427,2,900,780,7
427,3,900,780,7
427,4,900,780,7
427,5,900,780,7
428,1,900,780,3
428,2,900,780,3
428,3,900,780,3
428,4,900,780,3
428,5,900,780,3
429,1,900,780,3
429,2,900,780,3
429,3,900,780,3
429,4,900,780,3
429,5,900,780,3
430,1,900,780,1
430,2,900,780,1
430,3,900,780,1
430,4,900,780,1
430,5,900,780,1
431,1,900,780,1
431,2,900,780,1
431,3,900,780,1
431,4,900,780,1
431,5,900,780,1
432,1,900,780,1
432,2,900,780,1
432,3,900,780,1
432,4,900,780,1
432,5,900,780,1
433,1,900,780,1
433,2,900,780,1
433,3,900,780,1
433,4,900,780,1
433,5,900,780,1
434,1,900,780,1
434,2,900,780,1
434,3,900,780,1
434,4,900,780,1
434,5,900,780,1
435,1,900,780,1
435,2,900,780,1
435,3,900,780,1
435,4,900,780,1
435,5,900,780,1
436,1,900,780,1
436,2,900,780,1
436,3,900,780,1
436,4,900,780,1
436,5,900,780,1
437,1,900,780,1
437,2,900,780,1
437,3,900,780,1
437,4,900,780,1
437,5,900,780,1
439,1,900,780,3
439,2,900,780,3
439,3,900,780,3
439,4,900,780,3
439,5,900,780,3
440,1,900,780,3
440,2,900,780,3
440,3,900,780,3
440,4,900,780,3
440,5,900,780,3
442,1,900,780,3
442,2,900,780,3
442,3,900,780,3
442,4,900,780,3
442,5,900,780,3
444,1,900,780,3
444,2,900,780,3
444,3,900,780,3
444,4,900,780,3
444,5,900,780,3
446,1,900,780,3
446,2,900,780,3
446,3,900,780,3
446,4,900,780,3
446,5,900,780,3
452,1,900,780,1
452,2,900,780,1
452,3,900,780,1
452,4,900,780,1
452,5,900,780,1
501,1,900,780,2
501,2,900,780,2
501,3,900,780,2
501,4,900,780,2
501,5,900,780,2
502,1,900,780,2
502,2,900,780,2
502,3,900,780,2
502,4,900,780,2
502,5,900,780,2
504,1,900,780,2
504,2,900,780,2
504,3,900,780,2
504,4,900,780,2
504,5,900,780,2
513,1,900,780,3
513,2,900,780,3
513,3,900,780,3
513,4,900,780,3
513,5,900,780,3
514,1,900,780,2
514,2,900,780,2
514,3,900,780,2
514,4,900,780,2
514,5,900,780,2
515,1,900,780,3
515,2,900,780,3
515,3,900,780,3
515,4,900,780,3
515,5,900,780,3
516,1,900,780,3
516,2,900,780,3
516,3,900,780,3
516,4,900,780,3
516,5,900,780,3
517,1,900,780,3
517,2,900,780,3
517,3,900,780,3
517,4,900,780,3
517,5,900,780,3
518,1,900,780,3
518,2,900,780,3
518,3,900,780,3
518,4,900,780,3
518,5,900,780,3
519,1,900,780,1
519,2,900,780,1
519,3,900,780,1
519,4,900,780,1
519,5,900,780,1
522,1,900,780,2
522,2,900,780,2
522,3,900,780,2
522,4,900,780,2
522,5,900,780,2
523,1,900,780,1
523,2,900,780,1
523,3,900,780,1
523,4,900,780,1
523,5,900,780,1
524,1,900,780,1
524,2,900,780,1
524,3,900,780,1
524,4,900,780,1
524,5,900,780,1
525,1,900,780,1
525,2,900,780,1
525,3,900,780,1
525,4,900,780,1
525,5,900,780,1
526,1,900,780,1
526,2,900,780,1
526,3,900,780,1
526,4,900,780,1
526,5,900,780,1
527,1,900,780,1
527,2,900,780,1
527,3,900,780,1
527,4,900,780,1
527,5,900,780,1
528,1,900,780,1
528,2,900,780,1
528,3,900,780,1
528,4,900,780,1
528,5,900,780,1
529,1,900,780,1
529,2,900,780,1
529,3,900,780,1
529,4,900,780,1
529,5,900,780,1
530,1,900,780,1
530,2,900,780,1
530,3,900,780,1
530,4,900,780,1
530,5,900,780,1
531,1,900,780,1
531,2,900,780,1
531,3,900,780,1
531,4,900,780,1
531,5,900,780,1
532,1,900,780,1
532,2,900,780,1
532,3,900,780,1
532,4,900,780,1
532,5,900,780,1
533,1,900,780,1
533,2,900,780,1
533,3,900,780,1
533,4,900,780,1
533,5,900,780,1
534,1,900,780,1
534,2,900,780,1
534,3,900,780,1
534,4,900,780,1
534,5,900,780,1
535,1,900,780,1
535,2,900,780,1
535,3,900,780,1
535,4,900,780,1
535,5,900,780,1
536,1,900,780,1
536,2,900,780,1
536,3,900,780,1
536,4,900,780,1
536,5,900,780,1
537,1,900,780,1
537,2,900,780,1
537,3,900,780,1
537,4,900,780,1
537,5,900,780,1
538,1,900,780,2
538,2,900,780,2
538,3,900,780,2
538,4,900,780,2
538,5,900,780,2
539,1,900,780,2
539,2,900,780,2
539,3,900,780,2
539,4,900,780,2
539,5,900,780,2
601,1,900,780,3
601,2,900,780,3
601,3,900,780,3
601,4,900,780,3
601,5,900,780,3
603,1,900,780,3
603,2,900,780,3
603,3,900,780,3
603,4,900,780,3
603,5,900,780,3
605,1,900,780,3
605,2,900,780,3
605,3,900,780,3
605,4,900,780,3
605,5,900,780,3
606,1,900,780,3
606,2,900,780,3
606,3,900,780,3
606,4,900,780,3
606,5,900,780,3
607,1,900,780,3
607,2,900,780,3
607,3,900,780,3
607,4,900,780,3
607,5,900,780,3
608,1,900,780,3
608,2,900,780,3
608,3,900,780,3
608,4,900,780,3
608,5,900,780,3
609,1,900,780,3
609,2,900,780,3
609,3,900,780,3
609,4,900,780,3
609,5,900,780,3
610,1,900,780,3
610,2,900,780,3
610,3,900,780,3
610,4,900,780,3
610,5,900,780,3
611,1,900,780,3
611,2,900,780,3
611,3,900,780,3
611,4,900,780,3
611,5,900,780,3
612,1,900,780,3
612,2,900,780,3
612,3,900,780,3
612,4,900,780,3
612,5,900,780,3
613,1,900,780,1
613,2,900,780,1
613,3,900,780,1
613,4,900,780,1
613,5,900,780,1
614,1,900,780,1
614,2,900,780,1
614,3,900,780,1
614,4,900,780,1
614,5,900,780,1
615,1,900,780,1
615,2,900,780,1
615,3,900,780,1
615,4,900,780,1
615,5,900,780,1
616,1,900,780,3
616,2,900,780,3
616,3,900,780,3
616,4,900,780,3
616,5,900,780,3
617,1,900,780,1
617,2,900,780,1
617,3,900,780,1
617,4,900,780,1
617,5,900,780,1
618,1,900,780,1
618,2,900,780,1
618,3,900,780,1
618,4,900,780,1
618,5,900,780,1
619,1,900,780,1
619,2,900,780,1
619,3,900,780,1
619,4,900,780,1
619,5,900,780,1
620,1,900,780,1
620,2,900,780,1
620,3,900,780,1
620,4,900,780,1
620,5,900,780,1
621,1,900,780,1
621,2,900,780,1
621,3,900,780,1
621,4,900,780,1
621,5,900,780,1
622,1,900,780,2
622,2,900,780,2
622,3,900,780,2
622,4,900,780,2
622,5,900,780,2
623,1,900,780,1
623,2,900,780,1
623,3,900,780,1
623,4,900,780,1
623,5,900,780,1
624,1,900,780,1
624,2,900,780,1
624,3,900,780,1
624,4,900,780,1
624,5,900,780,1
625,1,900,780,1
625,2,900,780,1
625,3,900,780,1
625,4,900,780,1
625,5,900,780,1
626,1,900,780,1
626,2,900,780,1
626,3,900,780,1
626,4,900,780,1
626,5,900,780,1
627,1,900,780,1
627,2,900,780,1
627,3,900,780,1
627,4,900,780,1
627,5,900,780,1
628,1,900,780,1
628,2,900,780,1
628,3,900,780,1
628,4,900,780,1
628,5,900,780,1
629,1,900,780,1
629,2,900,780,1
629,3,900,780,1
629,4,900,780,1
629,5,900,780,1
630,1,900,780,1
630,2,900,780,1
630,3,900,780,1
630,4,900,780,1
630,5,900,780,1
631,1,900,780,1
631,2,900,780,1
631,3,900,780,1
631,4,900,780,1
631,5,900,780,1
632,1,900,780,1
632,2,900,780,1
632,3,900,780,1
632,4,900,780,1
632,5,900,780,1
633,1,900,780,1
633,2,900,780,1
633,3,900,780,1
633,4,900,780,1
633,5,900,780,1
634,1,900,780,1
634,2,900,780,1
634,3,900,780,1
634,4,900,780,1
634,5,900,780,1
635,1,900,780,1
635,2,900,780,1
635,3,900,780,1
635,4,900,780,1
635,5,900,780,1
636,1,900,780,1
636,2,900,780,1
636,3,900,780,1
636,4,900,780,1
636,5,900,780,1
637,1,900,780,1
637,2,900,780,1
637,3,900,780,1
637,4,900,780,1
637,5,900,780,1
642,1,900,780,1
642,2,900,780,1
642,3,900,780,1
642,4,900,780,1
642,5,900,780,1
643,1,900,780,1
643,2,900,780,1
643,3,900,780,1
643,4,900,780,1
643,5,900,780,1
644,1,900,780,2
644,2,900,780,2
644,3,900,780,2
644,4,900,780,2
644,5,900,780,2
